"Name","IPv4Address","LastlogonDate","OperatingSystem","Description"
"DCPPC025",,"19/10/2015 09:02:54","Windows 7 Professional",
"DFNPC008",,"09/03/2015 08:53:32","Windows 7 Professional",
"DTIPC006","10.0.7.140","11/12/2023 09:11:22","Windows 7 Professional",
"DTVPC012","10.0.7.116","14/05/2019 10:02:40","Windows 7 Professional",
"DCDPC007","10.0.7.38","12/01/2024 10:13:51","Windows 7 Professional",
"DLGPC002",,"05/01/2015 08:11:22","Windows 7 Professional",
"DGUPC001",,"02/01/2017 14:57:33","Windows 7 Professional",
"DFTPC012",,"28/02/2013 09:13:57","Windows 7 Professional",
"DQUPC002","10.0.7.97","09/01/2024 08:33:03","Windows 7 Professional",
"DCTPC001",,"13/08/2012 13:37:02","Windows 7 Professional",
"DCOPC100","10.0.7.146","08/01/2024 13:02:05","Windows 7 Professional",
"DFNPC019","10.0.7.60","08/01/2024 07:56:04","Windows 7 Professional",
"DCPPC031","10.0.7.114","17/04/2017 09:05:39","Windows 7 Professional",
"DMKTPC054","10.0.7.103","09/01/2024 07:09:40","Windows 7 Professional",
"DFATPC100","10.0.7.147","15/01/2024 08:24:05","Windows 7 Professional",
"DEXPC002","10.0.7.239","08/01/2024 07:21:45","Windows 10 Pro",
"DMKPC003","10.0.7.51","09/01/2024 07:28:15","Windows 10 Pro",
"DTVPC147","10.0.8.30","09/01/2024 08:45:37","Windows 10 Pro",
"DTVPC131","10.0.7.248","15/01/2024 09:07:20","Windows 10 Pro",
"DTVPC114","10.0.7.88","11/01/2024 15:49:32","Windows 10 Pro",
"DPRPC008","10.0.16.42","12/12/2023 15:03:33","Windows 10 Pro",
"DDIRMA002","10.1.7.10","28/12/2023 07:21:37","Windows 10 Pro",
"DDINB001","10.0.10.49","09/01/2024 15:59:45","Windows 10 Pro",
"DTVPC132","10.0.7.154","12/01/2024 08:56:32","Windows 10 Pro",
"DTVPC110","10.0.7.168","09/01/2024 08:29:21","Windows 10 Pro",
"DTVPC146","10.0.7.236","09/01/2024 08:48:17","Windows 10 Pro",
"DTIPC027","10.0.7.200","08/01/2024 07:52:51","Windows 10 Pro",
"DTVPC104","10.0.7.180","15/01/2024 08:15:13","Windows 10 Pro",
"DTVPC100","10.0.7.255","09/01/2024 08:48:48","Windows 10 Pro",
"DPCPPC008","10.0.7.133","08/01/2024 08:03:33","Windows 10 Pro",
"DDIPC002","10.0.7.121","11/01/2024 15:52:23","Windows 10 Pro",
"DTVPC105","10.0.7.228","09/01/2024 08:43:31","Windows 10 Pro",
"DCDPC020","10.0.8.18","23/11/2023 16:00:06","Windows 10 Pro",
"DTVPC130","10.0.8.3","09/01/2024 08:32:30","Windows 10 Pro",
"DVDPC017","10.0.7.235","10/01/2024 14:44:06","Windows 10 Pro",
"DTVPC150","10.0.7.209","09/01/2024 08:51:43","Windows 10 Pro",
"DTVPC117","10.0.7.178","15/01/2024 15:35:06","Windows 10 Pro",
"DDIRMA001","10.1.7.27","15/01/2024 07:40:56","Windows 10 Pro",
"DTVPC109","10.0.7.195","09/01/2024 08:22:26","Windows 10 Pro",
"DTVPC107","10.0.7.71","27/07/2022 09:23:57","Windows 10 Pro",
"DTVPC103","10.0.7.215","09/01/2024 08:16:10","Windows 10 Pro",
"DAUPC002","10.0.7.231","16/01/2024 08:27:34","Windows 10 Pro",
"DBKPC016","10.0.7.159","09/11/2023 12:46:06","Windows 10 Pro",
"DTVPC116","10.0.7.106","09/01/2024 04:59:10","Windows 10 Pro",
"DTVPC129","10.0.7.169","25/09/2023 10:07:30","Windows 10 Pro",
"DTVPC140","10.0.7.217","08/01/2024 08:46:26","Windows 10 Pro",
"DTVPC124","10.0.8.13","29/05/2023 08:44:52","Windows 10 Pro",
"DESKTOP-JPS98B0",,"24/02/2017 14:14:39","Windows 10 Pro",
"DJRPC002","10.0.7.162","15/01/2024 10:18:39","Windows 10 Pro",
"DTIPC102","10.0.7.183","15/06/2023 08:04:42","Windows 10 Pro",
"DLGPC007",,"05/03/2018 17:23:27","Windows 10 Pro",
"DTVPC145","10.0.7.158","08/01/2024 17:07:49","Windows 10 Pro",
"DRHPC006","10.0.7.244","09/01/2024 07:51:47","Windows 10 Pro",
"DTIPC023","10.0.7.199","06/01/2024 20:01:30","Windows 10 Pro",
"DTVPC118","10.0.7.205","13/01/2024 09:21:27","Windows 10 Pro",
"DPCPPC001","10.0.7.232","08/01/2024 08:14:49","Windows 10 Pro",
"DPRPC004","10.0.7.247","09/01/2024 08:00:25","Windows 10 Pro",
"DVDPC015","10.0.7.173","15/01/2024 11:12:06","Windows 10 Pro",
"DTVPC143","10.0.7.235","12/12/2023 08:48:50","Windows 10 Pro",
"DTVPC126","10.0.7.220","08/01/2024 08:50:25","Windows 10 Pro",
"DPRCPC003","10.0.7.197","09/01/2024 07:54:30","Windows 10 Pro",
"DMKPC002","10.0.7.238","09/01/2024 11:42:33","Windows 10 Pro",
"DQUPC003","10.0.7.107","08/01/2024 08:03:23","Windows 10 Pro",
"DGIPC001","10.0.7.204","09/01/2024 07:43:27","Windows 10 Pro",
"DPCPPC007","10.0.7.219","09/01/2024 07:08:42","Windows 10 Pro",
"DPRPC012","10.0.7.203","15/01/2024 15:45:26","Windows 10 Pro",
"DVDPC016","10.0.7.226","15/01/2024 09:16:28","Windows 10 Pro",
"DLGPC010","10.0.7.139","15/01/2024 08:17:45","Windows 10 Pro",
"DQDPC005","10.0.7.225","15/01/2024 08:10:12","Windows 10 Pro",
"DMKPC008","10.0.7.233","15/01/2024 07:53:52","Windows 10 Pro",
"DFTPC002","10.0.7.174","09/01/2024 08:11:19","Windows 10 Pro",
"DCOPC003","10.0.8.2","15/01/2024 07:50:44","Windows 10 Pro",
"DRHPC008","10.0.7.149","09/01/2024 07:46:34","Windows 10 Pro",
"DPDPC016","10.0.7.118","09/01/2024 05:02:35","Windows 10 Pro",
"DPRPC015","10.0.7.176","09/01/2024 07:57:27","Windows 10 Pro",
"DTVPC135","10.0.7.152","09/01/2024 08:44:35","Windows 10 Pro",
"DTIPC028","10.0.7.78","09/01/2024 07:05:09","Windows 10 Pro",
"DTVPC106","10.0.7.165","04/01/2024 07:46:10","Windows 10 Pro",
"DPDPC002","10.0.7.153","09/01/2024 07:39:43","Windows 10 Pro",
"DCDPC022","10.0.7.251","15/01/2024 09:00:49","Windows 10 Pro",
"DCDPC016","10.0.7.227","15/01/2024 17:33:00","Windows 10 Pro",
"DGNPC007","10.0.7.36","12/01/2024 08:26:20","Windows 10 Pro",
"DVDPC002","10.0.7.156","16/01/2024 10:37:28","Windows 10 Pro",
"DTVPC157","10.0.8.10","09/01/2024 08:21:33","Windows 10 Pro",
"DALPC009","10.0.7.253","09/01/2024 07:55:04","Windows 10 Pro",
"DTIPC017","10.0.7.3","08/01/2024 14:53:14","Windows 10 Pro",
"VM01","10.0.7.115","03/01/2024 20:45:09","Windows 10 Pro",
"DESKTOP-0TK7RM5",,"09/05/2022 10:07:16","Windows 10 Pro",
"DTVPC115","10.0.7.177","08/01/2024 08:44:24","Windows 10 Pro",
"DMKPC001","10.0.7.230","08/01/2024 08:06:59","Windows 10 Pro",
"DALPC008","10.0.7.158","08/01/2024 23:27:03","Windows 10 Pro",
"DRHPC009","10.0.7.187","08/01/2024 07:54:41","Windows 10 Pro",
"DTVPC128","10.0.7.213","05/01/2024 09:03:27","Windows 10 Pro",
"DPROPC030","10.0.7.132","09/01/2024 08:00:44","Windows 10 Pro",
"DCDPC021","10.0.7.191","08/01/2024 07:33:25","Windows 10 Pro",
"DVDPC011","10.0.7.165","08/01/2024 07:13:39","Windows 10 Pro",
"DFERPC002","10.0.8.26","09/01/2024 06:27:01","Windows 10 Pro",
"DSTPC005","10.0.7.192","15/01/2024 13:26:33","Windows 10 Pro",
"DRHPC010","10.0.7.100","08/01/2024 07:59:21","Windows 10 Pro",
"DPRPC003","10.0.7.173","14/12/2023 08:00:34","Windows 10 Pro",
"DVDPC013","10.0.7.23","08/01/2024 07:42:43","Windows 10 Pro",
"DTVPC153","10.0.8.22","15/01/2024 09:11:42","Windows 10 Pro",
"DGUPC005","10.10.0.70","12/01/2024 06:45:13","Windows 10 Pro",
"DTVPC120","10.0.7.246","15/01/2024 07:54:26","Windows 10 Pro",
"DPDPC015","10.0.7.188","08/01/2024 23:18:39","Windows 10 Pro",
"DTVPC137","10.0.8.6","12/01/2024 08:49:48","Windows 10 Pro",
"dtipc099","10.0.7.161","11/10/2017 16:09:53",,
"firewall",,"01/04/2014 09:37:27",,
"dtisv031",,"12/09/2018 17:18:33",,
"DTISV070","192.168.122.1","06/01/2024 08:50:39",,
"linux",,"18/10/2016 10:08:49",,
"dtist030","10.0.2.30","13/07/2015 08:19:51",,
"dtist031","10.0.2.31","19/06/2015 14:56:17",,
"FWDURIN",,"09/01/2024 10:40:00",,
"FW-DURIN",,"06/01/2024 07:29:17",,
"DGUPC004","10.10.0.99","14/01/2024 02:17:45","Windows 10 Pro",
"DTISV094","10.0.2.94","26/10/2023 11:53:39","Hyper-V Server",
"DFERPC001","10.0.7.161","09/01/2024 07:20:56","Windows 10 Pro",
"DALPC007","10.0.7.255","15/01/2024 08:56:28","Windows 10 Pro",
"DomainAdmins2",,,,
"DomainAdmins3",,,,
"DomainAdmins4",,,,
"DomainAdmins1",,,,
"DTIPC001",,,,
"DTVPC134","10.0.7.46","15/05/2023 08:47:03","Windows 10 Pro",
"DTVPC142",,"28/03/2023 09:24:33","Windows 10 Pro",
"DTVPC127",,"24/03/2023 09:11:59","Windows 10 Pro",
"DBKPC002",,"04/03/2019 11:01:15","Windows 10 Pro",
"DTVPC138","10.0.7.200","01/12/2022 16:55:00","Windows 10 Pro",
"DTVPC113","10.0.7.255","20/02/2023 04:39:40","Windows 10 Pro",
"DGNCC","10.0.7.9","18/01/2023 14:29:25","Windows 10 Pro",
"DTVPC154",,"29/07/2022 14:39:03","Windows 10 Pro",
"TESTE",,"20/12/2022 10:18:27","Windows 10 Pro",
"DTVPC155",,"28/07/2022 08:17:31","Windows 10 Pro",
"DVVM004","10.0.7.111","06/05/2020 17:15:14","Windows 10 Pro",
"DTVPC156",,"28/07/2022 08:18:08","Windows 10 Pro",
"DTVPC158",,"28/07/2022 08:17:16","Windows 10 Pro",
"DGUPC006","10.10.0.104","09/02/2023 10:27:19","Windows 10 Pro",
"DRHPC050","10.0.7.162","22/03/2021 10:04:12","Windows 10 Pro",
"DTVPC112",,"24/03/2023 13:42:48","Windows 10 Pro",
"DPRPC009",,"29/06/2020 08:03:03","Windows 10 Pro",
"DCPPC007",,"22/06/2021 10:11:45","Windows 10 Pro",
"DPDPC020",,"28/04/2017 18:26:22","Windows 10 Pro",
"DTVPC152","10.0.7.164","15/01/2024 09:56:09","Windows 10 Pro",
"DTVPC139","10.0.7.188","04/01/2024 07:46:38","Windows 10 Pro",
"DTVPC108","10.0.7.213","25/09/2023 09:07:10","Windows 10 Pro",
"DTVPC136","10.0.7.229","15/01/2024 09:01:13","Windows 10 Pro",
"DTVPC102","10.0.7.185","08/01/2024 08:50:03","Windows 10 Pro",
"DGNPC004","10.0.7.143","15/01/2024 08:05:12","Windows 10 Pro",
"DCDPC017","10.0.7.214","15/01/2024 09:08:56","Windows 10 Pro",
"DGNPC010","10.0.7.223","26/12/2023 08:11:44","Windows 10 Pro",
"DMKPC010","10.0.7.254","10/01/2024 08:04:31","Windows 10 Pro",
"DMKPC011","10.0.7.148","15/01/2024 07:52:49","Windows 10 Pro",
"DTVPC123","10.0.7.218","15/01/2024 15:15:26","Windows 10 Pro",
"DTVPC159","10.0.8.9","08/01/2024 09:23:01","Windows 10 Pro",
"DTVPC149","10.0.8.24","08/01/2024 08:49:02","Windows 10 Pro",
"DTVPC148","10.0.7.175","08/01/2024 10:40:17","Windows 10 Pro",
"DTVPC101","10.0.8.4","09/01/2024 08:39:02","Windows 10 Pro",
"DTVPC151","10.0.7.250","09/01/2024 08:31:40","Windows 10 Pro",
"DTVPC122","10.0.7.170","15/01/2024 07:30:37","Windows 10 Pro",
"DMKTPC059",,"02/10/2014 15:38:46","Windows 7 Professional",
"DMKTPC074",,"17/12/2015 08:15:47","Windows 7 Professional",
"DPDPC006",,"17/12/2015 06:26:33","Windows 7 Professional",
"DMKTPC070",,"13/10/2014 08:09:35","Windows 7 Professional",
"DPDPC001",,"17/10/2014 13:03:24","Windows 7 Professional",
"DTIPC024",,"23/05/2017 10:02:38","Windows 7 Professional",
"DTIPC035",,"03/08/2015 07:51:39","Windows 7 Professional",
"DPCPPC050",,"13/11/2014 09:48:21","Windows 7 Professional",
"DMKPC020","10.0.7.166","15/01/2024 09:47:15","Windows 7 Professional",
"DMKPC004",,"18/09/2014 10:38:50","Windows 7 Professional",
"DMKPC017",,"07/07/2014 14:45:45","Windows 7 Professional",
"DLGPC041",,"29/07/2015 08:38:11","Windows 7 Professional",
"DMKPC005",,"30/09/2014 11:32:57","Windows 7 Professional",
"DPRCPC005","10.0.7.193","15/01/2024 17:11:46","Windows 7 Professional",
"DMOPC003","10.0.7.1","09/01/2024 04:38:53","Windows 7 Professional",
"DPDPC009",,"02/10/2014 08:08:56","Windows 7 Professional",
"DFNPC004","10.0.7.82","08/01/2024 07:50:36","Windows 7 Professional",
"DALPC003","10.0.7.9","09/01/2024 04:54:46","Windows 7 Professional",
"DTVPC01",,"27/07/2015 14:55:15","Windows 7 Professional",
"DTVPC008",,"27/12/2013 09:55:45","Windows 7 Professional",
"DTITEST09",,"19/08/2015 16:33:20","Windows 7 Professional",
"DTVPC005","10.0.7.153","21/09/2016 08:04:16","Windows 7 Professional",
"DTIPC101",,"09/03/2017 14:23:18","Windows 7 Professional",
"DTIPC056",,"12/12/2014 14:39:57","Windows 7 Professional",
"DTIPC100",,"02/03/2015 13:44:09","Windows 7 Professional",
"DGNPC025","10.0.7.116","15/01/2024 13:07:11","Windows 7 Professional",
"DTIPC051",,"22/02/2015 10:20:01","Windows 7 Professional",
"DTIPC018",,"22/06/2015 14:31:46","Windows 7 Professional",
"DQDPC100","10.0.7.160","09/01/2024 10:54:29","Windows 7 Professional",
"DTIPC042",,"19/11/2015 08:27:23","Windows 7 Professional",
"DTIPC039",,"04/11/2014 10:37:52","Windows 7 Professional",
"DTIPC013",,"09/05/2012 15:16:30","Windows 7 Professional",
"DTIPC016",,"20/05/2014 14:09:44","Windows 7 Professional",
"DPDPC003","10.0.7.9","15/12/2023 00:37:42","Windows 7 Professional",
"DTIPC015","10.0.7.230","13/10/2014 07:52:01","Windows 7 Professional",
"DPCPPC002","10.0.7.92","09/01/2024 14:07:21","Windows 7 Professional",
"DPDPC059",,"25/06/2015 19:32:29","Windows 7 Professional",
"DGNPC008","10.0.7.216","09/01/2024 07:52:17","Windows 7 Professional",
"DCOPC007","10.0.7.198","15/01/2024 07:52:08","Windows 7 Professional",
"DPRPC005",,"16/03/2015 08:05:02","Windows 7 Professional",
"DTINB002","10.0.7.163","26/12/2023 14:34:29","Windows 7 Professional",
"DPTVPC037",,"08/01/2013 15:43:07","Windows 7 Professional",
"DPDPC021","10.0.7.181","12/11/2023 21:44:52","Windows 7 Professional",
"DPRPC002",,"04/08/2014 08:21:46","Windows 7 Professional",
"DPRPC001",,"04/02/2016 11:06:07","Windows 7 Professional",
"DVM001","10.0.7.249","14/01/2024 23:45:12","Windows 7 Professional",
"DALPC006","10.0.7.84","08/01/2024 13:47:18","Windows 7 Professional",
"DQDPC007","10.0.7.88","11/01/2024 07:58:01","Windows 7 Professional",
"DVDPC018","10.0.7.81","08/01/2024 13:25:22","Windows 7 Professional",
"DPRPC013","10.0.7.126","10/01/2024 09:20:06","Windows 7 Professional",
"DPRPC007",,"09/07/2015 08:43:14","Windows 7 Professional",
"DLGPC012","10.0.7.128","12/01/2024 08:15:36","Windows 7 Professional",
"DVDPC029","10.0.7.95","15/01/2024 08:45:57","Windows 7 Professional",
"DPRPC006",,"21/08/2014 08:39:07","Windows 7 Professional",
"DMKPC007",,"21/09/2012 08:29:58","Windows 7 Professional",
"DFINPC100","10.0.7.131","09/01/2024 07:56:56","Windows 7 Professional",
"DGNPC009","10.0.7.83","12/01/2024 10:44:27","Windows 7 Professional",
"DPCPPC011","10.0.7.136","12/01/2024 08:03:21","Windows 7 Professional",
"DMKPC014",,"08/09/2014 07:55:42","Windows 7 Professional",
"DLGPC029",,"12/08/2014 16:47:52","Windows 7 Professional",
"DCDPC013","10.0.7.122","09/01/2024 10:32:59","Windows 7 Professional",
"DMKPC012",,"15/09/2014 07:56:39","Windows 7 Professional",
"DMKPC006",,"01/08/2013 13:38:31","Windows 7 Professional",
"DRHPC011","10.0.7.143","18/03/2015 11:58:26","Windows 7 Professional",
"DPDPC011","10.0.7.35","09/01/2024 05:23:37","Windows 7 Professional",
"DRHPC004",,"28/04/2014 07:54:00","Windows 7 Professional",
"DRHPC007",,"09/05/2013 10:50:21","Windows 7 Professional",
"DTIPC022","10.0.8.245","02/01/2024 12:06:35","Windows 7 Professional",
"DCOPC012","10.0.7.19","11/01/2024 14:22:00","Windows 7 Professional",
"DRHPC003",,"19/05/2014 10:34:06","Windows 7 Professional",
"DRHPC002",,"25/09/2014 07:30:51","Windows 7 Professional",
"DRCPC001",,"07/04/2016 08:00:57","Windows 7 Professional",
"DTIPC079",,"25/02/2015 10:07:07","Windows 7 Professional",
"DLGPC009","10.0.7.245","15/01/2024 09:31:59","Windows 10 Pro",
"DCOPC010","10.0.7.196","16/01/2024 07:17:25","Windows 10 Pro",
"DTIPC029","10.0.8.23","12/01/2024 08:02:20","Windows 11 Pro",
"DQDPC011","10.0.7.134","12/01/2024 12:31:45","Windows 11 Pro",
"DPRCPC004","10.0.7.167","09/01/2024 07:37:40","Windows 10 Pro",
"DPRCPC002","10.0.7.111","09/01/2024 08:01:12","Windows 10 Pro",
"DPCPPC010","10.0.7.208","15/01/2024 08:09:29","Windows 10 Pro",
"DFNPC023","10.0.7.129","08/01/2024 08:10:36","Windows 10 Pro",
"DPCPPC009","10.0.7.155","08/01/2024 07:51:10","Windows 10 Pro",
"DADMMA001","10.1.7.26","15/01/2024 08:07:17","Windows 11 Pro",
"DECPC001","10.0.7.141","08/12/2023 09:45:48","Windows 11 Pro",
"DADMMA002","10.1.7.24","08/01/2024 07:28:57","Windows 11 Pro",
"DRECMA001","10.1.7.31","15/01/2024 07:56:12","Windows 11 Pro",
"DEXPMA004","10.1.7.1","16/01/2024 08:27:43","Windows 11 Pro",
"DTIPC020","10.0.7.196","12/01/2024 15:06:40","Windows 11 Pro",
"DGNMA001","10.1.7.9","08/01/2024 07:13:19","Windows 11 Pro",
"DCOPC014","10.0.7.197","08/01/2024 07:55:27","Windows 11 Pro",
"DGNMA002","10.1.7.17","15/01/2024 07:28:22","Windows 11 Pro",
"DQUPC001","10.0.7.113","15/01/2024 08:24:28","Windows 10 Pro",
"DSTPC004","10.0.7.144","08/01/2024 08:02:10","Windows 10 Pro",
"DCDPC019","10.0.7.182","15/01/2024 14:40:18","Windows 10 Pro",
"DCDPC008","10.0.7.145","15/01/2024 15:36:10","Windows 10 Pro",
"DQUPC004","10.0.7.252","15/01/2024 08:29:52","Windows 10 Pro",
"DCOPC009","10.10.0.90","15/01/2024 08:20:10","Windows 10 Pro",
"DCDPC009","10.0.7.153","16/01/2024 05:18:34","Windows 10 Pro",
"DALPC002","10.0.7.137","08/01/2024 23:20:07","Windows 10 Pro",
"DTVPC141","10.0.8.8","04/01/2024 07:46:20","Windows 10 Pro",
"DMOPC004",,"09/01/2024 08:03:03","Windows 10 Pro",
"DRHPC001","10.0.7.127","09/01/2024 07:52:34","Windows 10 Pro",
"DMKPC019","10.0.8.14","09/01/2024 07:50:04","Windows 10 Pro",
"DPRPC014","10.0.7.216","09/01/2024 08:01:57","Windows 10 Pro",
"DTVPC144","10.0.7.166","12/01/2024 07:37:51","Windows 10 Pro",
"DFNPC012","10.0.7.211","15/01/2024 11:45:28","Windows 10 Pro",
"DPFPC001","10.0.8.12","15/01/2024 07:50:21","Windows 10 Pro",
"DPRPC010","10.0.7.126","08/01/2024 17:12:35","Windows 10 Pro",
"DGNPC006","10.0.7.75","08/01/2024 09:08:06","Windows 10 Pro",
"DRHPC089",,"04/12/2014 07:57:42","Windows 7 Professional",
"DFTPC005","10.0.7.51","05/01/2024 08:51:51","Windows 7 Professional",
"DRHPC039",,"10/11/2014 07:29:54","Windows 7 Professional",
"DPDPC007","10.0.7.40","10/01/2024 13:31:19","Windows 7 Professional",
"DTIPC005",,"17/01/2013 07:50:59","Windows 7 Professional",
"DVDPC005","10.0.7.98","12/01/2024 07:58:49","Windows 7 Professional",
"DFNPC003","10.0.7.80","12/01/2024 08:17:21","Windows 7 Professional",
"DTIPC007",,"22/04/2013 10:47:12","Windows 7 Professional",
"DTIPC008",,"13/02/2013 08:13:40","Windows 7 Professional",
"DTESTE03PC","10.0.7.176","30/07/2015 16:35:13","Windows 7 Professional",
"DBKPC015","10.0.8.8","05/12/2023 09:21:10","Windows 7 Professional",
"DLGPC001","10.0.7.120","08/01/2024 07:57:51","Windows 7 Professional",
"DTESTEPC002","10.0.7.183","23/05/2017 17:40:16","Windows 7 Professional",
"DVDPC001","10.0.7.244","10/01/2024 09:23:46","Windows 7 Professional",
"DCDPC018","10.0.7.19","15/01/2024 08:43:48","Windows 7 Professional",
"DRHPC029",,"29/01/2015 10:11:51","Windows 7 Professional",
"DPDPC004","10.0.7.72","09/01/2024 07:50:07","Windows 7 Professional",
"DTESTE005TI",,"17/04/2017 11:14:35","Windows 7 Professional",
"DJRPC003","10.0.7.117","15/01/2024 07:45:00","Windows 11 Pro",
"DEXPMA001","10.1.7.6","12/01/2024 07:39:12","Windows 11 Pro",
"DALMMA001","10.1.7.23","08/01/2024 07:08:31","Windows 11 Pro",
"DMONMA001","10.1.7.18","08/01/2024 07:12:45","Windows 11 Pro",
"DEXPMA002","10.1.7.8","12/01/2024 10:57:07","Windows 11 Pro",
"DCOPC013","10.0.7.183","12/01/2024 09:29:07","Windows 11 Pro",
"DFERPC010","10.0.7.75","10/01/2024 06:38:09","Windows 11 Pro",
"DFERPC011","10.0.7.110","09/01/2024 06:54:57","Windows 11 Pro",
"DMANPC004","10.0.8.1","09/01/2024 07:49:28","Windows 11 Pro",
"DTESTEPC003","10.0.7.183","23/05/2017 17:49:02","Windows 7 Professional",
"DTIPC003",,"14/08/2014 08:03:20","Windows 7 Professional",
"DTIPC002",,"03/07/2014 20:03:27","Windows 7 Professional",
"DTINT0012",,"09/05/2014 14:35:26","Windows 7 Professional",
"DVDPC003","10.0.7.49","15/01/2024 07:13:01","Windows 7 Professional",
"DEXPMA003","10.1.7.25","12/01/2024 13:29:05","Windows 11 Pro",
"DAUDMA001","10.1.7.22","08/01/2024 08:50:04","Windows 11 Pro",
"DTIVM002",,"14/12/2012 14:06:07","Windows 7 Enterprise",
"DTIVM001",,"11/04/2012 10:55:22","Windows 7 Enterprise",
